Query,URI,Title,Definition,Synonyms,Parent_URI,Children
Storage,http://id.who.int/icd/entity/623301128,Glycogen storage disease due to glycogenin deficiency,"Glycogen storage disease type 15 is an extremely rare genetic glycogen storage disease reported in one patient to date. Clinical signs included muscle weakness, cardiac arrhythmia associated with accumulation of abnormal storage material in the heart and glycogen depletion in skeletal muscle.",Glycogen storage disease type 15; GSD type 15; Glocogenosis type 15,,[]
Storage,http://id.who.int/icd/entity/821809975,Glycogen storage disease due to muscle beta-enolase deficiency,Muscle beta-enolase deficiency is a glycolysis disorder reported in one patient to date and characterised clinically by exercise intolerance and myalgia due to severe enolase deficiency in muscle.,Glycogen storage disease type 13; Glycogenosis type 13; GSD type 13,,[]
Storage,http://id.who.int/icd/entity/614045107,Glycogen storage disease due to phosphoglucomutase deficiency,Glycogen storage disease type XIV (GSDXIV) is a rare metabolic disorder caused by a deficiency in phosphoglucomutase (PGM) enzymatic activity and characterised by recurrent cramps during exercise from the first years of life with .,Glycogen storage disease type 14; Glycogenosis type 14; GSD type 14,,[]
Storage,http://id.who.int/icd/entity/1338733466,Xanthoma in association with lipid storage diseases,Xanthomata presenting in association with rare genetic disorders including cerebrotendinous xanthomatosis and sitosterolaemia. Tendinous and tuberous xanthomata may be seen.,,,[]
Storage,http://id.who.int/icd/entity/1927530758,Glycogen storage disease due to liver glycogen synthase deficiency,"Hepatic glycogen synthase deficiency, or glycogen storage disease (GSD) type 0, is a genetically inherited anomaly of glycogen metabolism and a form of GSD characterised by fasting hypoglycaemia. This is not a glycogenosis, strictly speaking, as the enzyme deficiency decreases glycogen reserves. Patients present with morning fatigue and fasting hypoglycaemia (without hepatomegaly) associated with hyperketonemia but without hyperalaninemia or hyperlactacidemia. After meals, major hyperglycemia associated with lactate and alanine increase and hyperlipidemia is observed.",GSD type 0A; Glycogen storage disease type 0A; Glycogenosis type 0A,,[]
Storage,http://id.who.int/icd/entity/331119306,Glycogen storage disease due to LAMP-2 deficiency,"Glycogen storage disease due to LAMP-2 (Lysosomal-Associated Membrane Protein 2) deficiency is a lysosomal glycogen storage disease characterised by severe cardiomyopathy and variable degrees of muscle weakness, frequently associated with intellectual deficit.",Glycogen storage disease type 2B; Glycogenosis type 2B; GSD type 2B; Lysosomal glycogen storage disease with normal acid maltase activity,,[]
Storage,http://id.who.int/icd/entity/1944306590,Glycogen storage disease due to glucose-6-phosphate transport defect,"Glycogenosis due to glucose-6-phosphatase deficiency (G6P) type a, or glycogen storage disease (GSD) type 1a, is a type of glycogenosis due to G6P deficiency that may manifest at birth by enlarged liver or, more commonly, between the ages of three to four months by symptoms of fast-induced hypoglycaemia (tremors, seizures, cyanosis, and apnoea) as a result of disturbed glucose homeostasis .",Glycogen storage disease type 1B; Glycogenosis type 1B; GSD1B; Glycogen storage disease type non-1A; Glycogenosis type non-1A; Glycogen storage disease due to glucose-6-phosphate translocase deficiency,,[]
Storage,http://id.who.int/icd/entity/2114353788,Glycogen storage disease due to heart glycogen phosphorylase kinase deficiency,,Glycogen storage disease of heart; Cardiac glycogenosis; Glycogen storage disease type 9F; Glycogenosis type 9F; GSD9F; glycogen heart disease; glycogenic myocardial infiltration; glycogenic myocardium infiltration; cardiomegalia glycogenica diffusa,,[]
Storage,http://id.who.int/icd/entity/894336362,Cholesteryl ester storage disease,"Cholesteryl ester storage disease is the term used to group together deficiencies in lysosomal acid lipase associated with a less severe clinical phenotype than that seen in Wolman disease (see this term), with a continuous clinical spectrum between early-onset and severe forms and those that are quasi-asymptomatic, which may reflect variations in the levels of residual acid lipase activity in vivo.",CESD - [Cholesteryl ester storage disease],,[]
Storage,http://id.who.int/icd/entity/75432552,Storage of device problem identified,Problems that result from storing the device in an uncontrolled or improper environment (e.g. moisture sensitive devices stored in a humid environment).,,,[]
Storage,http://id.who.int/icd/entity/559452614,"Economic activity, transport, storage, or communications",,,,[]
Storage,http://id.who.int/icd/entity/1382669224,Retinal dystrophy in lipid storage disorders,,,,[]
Storage,http://id.who.int/icd/entity/1108770803,Glycogen storage disease due to muscle or heart glycogen synthase deficiency,"This syndrome is characterised by muscle and heart glycogen deficiency. It has been described in three siblings (two brothers and their younger sister). The older brother died at 10.5 years of age as a result of sudden cardiac arrest and the younger brother presented with hypertrophic cardiomyopathy, abnormal heart rate and blood pressure during exercise, and muscle fatigability. The sister showed no symptoms but a lack of glycogen was identified through muscle biopsy. The syndrome is caused by homozygous missense mutations in the gene encoding muscle glycogen synthase.",Glycogen storage disease type 0B; Glycogenosis type 0B; GSD type 0B; Cardiomyopathy-exercise intolerance due to muscle and heart glycogen deficiency,,[]
Storage,http://id.who.int/icd/entity/273845529,Glycogen storage disease due to muscle glycogen phosphorylase kinase deficiency,Glycogen storage disease due to muscle phosphorylase kinase (PhK) deficiency is a benign inborn error of glycogen metabolism characterised by exercise intolerance.,GSD9D - [glycogen storage disease type IXD]; Glycogen storage disease type 9D; Glycogen storage disease type 9E; Glycogenosis type 9D; Glycogenosis type 9E; GSD9E; muscle glycogen phosphorylase deficiency; glycogenosis type IXE,,[]
Storage,http://id.who.int/icd/entity/63352707,Sertoli cell tumour with lipid storage,,Folliculome lipidique; Tubular androblastoma with lipid storage; Lipid-rich Sertoli cell tumour,,[]
Storage,http://id.who.int/icd/entity/124402824,Food storage or related utensil or container,,,,[]
Storage,http://id.who.int/icd/entity/979972142,Glycoproteinosis,"These are lysosomal storage diseases affecting glycoproteins, resulting from defects in lysosomal function. The term is sometimes reserved for conditions involving degradation of glycoproteins.",Disorders of glycoprotein metabolism; Glycoprotein storage disorder,,[]
Storage,http://id.who.int/icd/entity/1817428569,Free sialic acid storage disease,"Free Sialic Acid Storage Disease (SSD) or Salla disease is a lysosomal storage disease with a variable clinical presentation, with severe forms (Infantile Sialic Acid Storage Disease) present in utero(with fetal hydrops and ascites) or at birth (with hypotonia, hepatosplenomegaly, ascites, coarse facies, bone malformations, severe motor disorders, intellectual deficit, and seizures). Individuals with the moderate form (initially described as Salla disease) present with hypotonia that may progress to include spasticity, ataxia, psychomotor retardation, and profound intellectual deficit.",Salla disease; Finnish type sialuria,,[]
Storage,http://id.who.int/icd/entity/1496243702,"Glycogen storage disease due to acid maltase deficiency, infantile onset",,"Glycogen storage disease type 2, infantile onset; Glycogenosis type 2, infantile onset; GSD2, infantile onset; Glycogen storage disease due to acid alpha-1,4-glucosidase deficiency, infantile onset; Infantile Pompe disease; lysosomal alpha-1,4-glucosidase deficiency (disorder)",,[]
Storage,http://id.who.int/icd/entity/690728790,Dorfman-Chanarin disease,"This refers to an autosomal recessive disorder characterised by accumulation of triglycerides in the cytoplasm of leukocytes, muscle, liver, fibroblasts, and other tissues.",Neutral lipid storage disease with ichthyosis; NLSDI - [Neutral lipid storage disease with ichthyosis],,[]
Collision,http://id.who.int/icd/entity/1113541981,Occupant of railway train or railway vehicle injured in collision with other object,,Railway collision NOS,,[]
Collision,http://id.who.int/icd/entity/79623775,Unintentional land transport injury event unknown whether road traffic or off-road nontraffic,,unintentional land transport injury event unknown whether on road or off-road; land transport accident NOS; motor vehicle accident NOS; MVA - [motor vehicle accident] NOS; MVC - [motor vehicle crash]; motor vehicle collision NOS; head on collision NOS; auti accident NOS,,[]
Collision,http://id.who.int/icd/entity/1710329660,Unintentional land transport road traffic injury event,,unintentional land transport injury event in road crash; unintentional land transport injury event on road; unintentional traffic accident; car accident NOS; road traffic accident NOS; automobile accident; two vehicle collision; motor vehicle mishap; RTA - [Road Traffic Accident],,[]
